province,district,ward,long_province,long_district,long_ward,short_district,short_ward,province_english,district_english,ward_english,long_province_english,long_district_english,long_ward_english,short_district_english,short_ward_english,district_level,ward_level,district_level_english,ward_level_english
Hà Nội,Hai Bà Trưng,Thanh Lương,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,Hai Bà Trưng,Thanh Lương,Ha Noi,Hai Ba Trung,Thanh Luong,Ha Noi City,Hai Ba Trung District,Thanh Luong Ward,Hai Ba Trung,Thanh Luong,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Thanh Nhàn,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,Hai Bà Trưng,Thanh Nhàn,Ha Noi,Hai Ba Trung,Thanh Nhan,Ha Noi City,Hai Ba Trung District,Thanh Nhan Ward,Hai Ba Trung,Thanh Nhan,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Cầu Dền,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền,Hai Bà Trưng,Cầu Dền,Ha Noi,Hai Ba Trung,Cau Den,Ha Noi City,Hai Ba Trung District,Cau Den Ward,Hai Ba Trung,Cau Den,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Bách Khoa,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,Hai Bà Trưng,Bách Khoa,Ha Noi,Hai Ba Trung,Bach Khoa,Ha Noi City,Hai Ba Trung District,Bach Khoa Ward,Hai Ba Trung,Bach Khoa,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Đồng Tâm,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,Hai Bà Trưng,Đồng Tâm,Ha Noi,Hai Ba Trung,Dong Tam,Ha Noi City,Hai Ba Trung District,Dong Tam Ward,Hai Ba Trung,Dong Tam,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Vĩnh Tuy,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,Hai Bà Trưng,Vĩnh Tuy,Ha Noi,Hai Ba Trung,Vinh Tuy,Ha Noi City,Hai Ba Trung District,Vinh Tuy Ward,Hai Ba Trung,Vinh Tuy,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Bạch Mai,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,Hai Bà Trưng,Bạch Mai,Ha Noi,Hai Ba Trung,Bach Mai,Ha Noi City,Hai Ba Trung District,Bach Mai Ward,Hai Ba Trung,Bach Mai,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Quỳnh Mai,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,Hai Bà Trưng,Quỳnh Mai,Ha Noi,Hai Ba Trung,Quynh Mai,Ha Noi City,Hai Ba Trung District,Quynh Mai Ward,Hai Ba Trung,Quynh Mai,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Quỳnh Lôi,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Hai Bà Trưng,Quỳnh Lôi,Ha Noi,Hai Ba Trung,Quynh Loi,Ha Noi City,Hai Ba Trung District,Quynh Loi Ward,Hai Ba Trung,Quynh Loi,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Minh Khai,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,Hai Bà Trưng,Minh Khai,Ha Noi,Hai Ba Trung,Minh Khai,Ha Noi City,Hai Ba Trung District,Minh Khai Ward,Hai Ba Trung,Minh Khai,Quận,Phường,District,Ward
Hà Nội,Hai Bà Trưng,Trương Định,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,Hai Bà Trưng,Trương Định,Ha Noi,Hai Ba Trung,Truong Dinh,Ha Noi City,Hai Ba Trung District,Truong Dinh Ward,Hai Ba Trung,Truong Dinh,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Thanh Trì,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thanh Trì,Hoàng Mai,Thanh Trì,Ha Noi,Hoang Mai,Thanh Tri,Ha Noi City,Hoang Mai District,Thanh Tri Ward,Hoang Mai,Thanh Tri,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Vĩnh Hưng,Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,Hoàng Mai,Vĩnh Hưng,Ha Noi,Hoang Mai,Vinh Hung,Ha Noi City,Hoang Mai District,Vinh Hung Ward,Hoang Mai,Vinh Hung,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Định Công,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Hoàng Mai,Định Công,Ha Noi,Hoang Mai,Dinh Cong,Ha Noi City,Hoang Mai District,Dinh Cong Ward,Hoang Mai,Dinh Cong,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Mai Động,Thành phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,Hoàng Mai,Mai Động,Ha Noi,Hoang Mai,Mai Dong,Ha Noi City,Hoang Mai District,Mai Dong Ward,Hoang Mai,Mai Dong,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Tương Mai,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tương Mai,Hoàng Mai,Tương Mai,Ha Noi,Hoang Mai,Tuong Mai,Ha Noi City,Hoang Mai District,Tuong Mai Ward,Hoang Mai,Tuong Mai,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Đại Kim,Thành phố Hà Nội,Quận Hoàng Mai,Phường Đại Kim,Hoàng Mai,Đại Kim,Ha Noi,Hoang Mai,Dai Kim,Ha Noi City,Hoang Mai District,Dai Kim Ward,Hoang Mai,Dai Kim,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Tân Mai,Thành phố Hà Nội,Quận Hoàng Mai,Phường Tân Mai,Hoàng Mai,Tân Mai,Ha Noi,Hoang Mai,Tan Mai,Ha Noi City,Hoang Mai District,Tan Mai Ward,Hoang Mai,Tan Mai,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Hoàng Văn Thụ,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,Hoàng Mai,Hoàng Văn Thụ,Ha Noi,Hoang Mai,Hoang Van Thu,Ha Noi City,Hoang Mai District,Hoang Van Thu Ward,Hoang Mai,Hoang Van Thu,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Giáp Bát,Thành phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,Hoàng Mai,Giáp Bát,Ha Noi,Hoang Mai,Giap Bat,Ha Noi City,Hoang Mai District,Giap Bat Ward,Hoang Mai,Giap Bat,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Lĩnh Nam,Thành phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,Hoàng Mai,Lĩnh Nam,Ha Noi,Hoang Mai,Linh Nam,Ha Noi City,Hoang Mai District,Linh Nam Ward,Hoang Mai,Linh Nam,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Thịnh Liệt,Thành phố Hà Nội,Quận Hoàng Mai,Phường Thịnh Liệt,Hoàng Mai,Thịnh Liệt,Ha Noi,Hoang Mai,Thinh Liet,Ha Noi City,Hoang Mai District,Thinh Liet Ward,Hoang Mai,Thinh Liet,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Trần Phú,Thành phố Hà Nội,Quận Hoàng Mai,Phường Trần Phú,Hoàng Mai,Trần Phú,Ha Noi,Hoang Mai,Tran Phu,Ha Noi City,Hoang Mai District,Tran Phu Ward,Hoang Mai,Tran Phu,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Hoàng Liệt,Thành phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,Hoàng Mai,Hoàng Liệt,Ha Noi,Hoang Mai,Hoang Liet,Ha Noi City,Hoang Mai District,Hoang Liet Ward,Hoang Mai,Hoang Liet,Quận,Phường,District,Ward
Hà Nội,Hoàng Mai,Yên Sở,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Hoàng Mai,Yên Sở,Ha Noi,Hoang Mai,Yen So,Ha Noi City,Hoang Mai District,Yen So Ward,Hoang Mai,Yen So,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Nhân Chính,Thành phố Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,Thanh Xuân,Nhân Chính,Ha Noi,Thanh Xuan,Nhan Chinh,Ha Noi City,Thanh Xuan District,Nhan Chinh Ward,Thanh Xuan,Nhan Chinh,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Thượng Đình,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thượng Đình,Thanh Xuân,Thượng Đình,Ha Noi,Thanh Xuan,Thuong Dinh,Ha Noi City,Thanh Xuan District,Thuong Dinh Ward,Thanh Xuan,Thuong Dinh,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Khương Trung,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Trung,Thanh Xuân,Khương Trung,Ha Noi,Thanh Xuan,Khuong Trung,Ha Noi City,Thanh Xuan District,Khuong Trung Ward,Thanh Xuan,Khuong Trung,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Khương Mai,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Mai,Thanh Xuân,Khương Mai,Ha Noi,Thanh Xuan,Khuong Mai,Ha Noi City,Thanh Xuan District,Khuong Mai Ward,Thanh Xuan,Khuong Mai,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Thanh Xuân Trung,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Trung,Thanh Xuân,Thanh Xuân Trung,Ha Noi,Thanh Xuan,Thanh Xuan Trung,Ha Noi City,Thanh Xuan District,Thanh Xuan Trung Ward,Thanh Xuan,Thanh Xuan Trung,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Phương Liệt,Thành phố Hà Nội,Quận Thanh Xuân,Phường Phương Liệt,Thanh Xuân,Phương Liệt,Ha Noi,Thanh Xuan,Phuong Liet,Ha Noi City,Thanh Xuan District,Phuong Liet Ward,Thanh Xuan,Phuong Liet,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Hạ Đình,Thành phố Hà Nội,Quận Thanh Xuân,Phường Hạ Đình,Thanh Xuân,Hạ Đình,Ha Noi,Thanh Xuan,Ha Dinh,Ha Noi City,Thanh Xuan District,Ha Dinh Ward,Thanh Xuan,Ha Dinh,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Khương Đình,Thành phố Hà Nội,Quận Thanh Xuân,Phường Khương Đình,Thanh Xuân,Khương Đình,Ha Noi,Thanh Xuan,Khuong Dinh,Ha Noi City,Thanh Xuan District,Khuong Dinh Ward,Thanh Xuan,Khuong Dinh,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Thanh Xuân Bắc,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Bắc,Thanh Xuân,Thanh Xuân Bắc,Ha Noi,Thanh Xuan,Thanh Xuan Bac,Ha Noi City,Thanh Xuan District,Thanh Xuan Bac Ward,Thanh Xuan,Thanh Xuan Bac,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Thanh Xuân Nam,Thành phố Hà Nội,Quận Thanh Xuân,Phường Thanh Xuân Nam,Thanh Xuân,Thanh Xuân Nam,Ha Noi,Thanh Xuan,Thanh Xuan Nam,Ha Noi City,Thanh Xuan District,Thanh Xuan Nam Ward,Thanh Xuan,Thanh Xuan Nam,Quận,Phường,District,Ward
Hà Nội,Thanh Xuân,Kim Giang,Thành phố Hà Nội,Quận Thanh Xuân,Phường Kim Giang,Thanh Xuân,Kim Giang,Ha Noi,Thanh Xuan,Kim Giang,Ha Noi City,Thanh Xuan District,Kim Giang Ward,Thanh Xuan,Kim Giang,Quận,Phường,District,Ward
Hà Nội,Sóc Sơn,Sóc Sơn,Thành phố Hà Nội,Huyện Sóc Sơn,Thị trấn Sóc Sơn,Sóc Sơn,Sóc Sơn,Ha Noi,Soc Son,Soc Son,Ha Noi City,Soc Son District,Soc Son Town,Soc Son,Soc Son,Huyện,Thị trấn,District,Town
Hà Nội,Sóc Sơn,Bắc Sơn,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Sơn,Sóc Sơn,Bắc Sơn,Ha Noi,Soc Son,Bac Son,Ha Noi City,Soc Son District,Bac Son Commune,Soc Son,Bac Son,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Minh Trí,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Trí,Sóc Sơn,Minh Trí,Ha Noi,Soc Son,Minh Tri,Ha Noi City,Soc Son District,Minh Tri Commune,Soc Son,Minh Tri,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Hồng Kỳ,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hồng Kỳ,Sóc Sơn,Hồng Kỳ,Ha Noi,Soc Son,Hong Ky,Ha Noi City,Soc Son District,Hong Ky Commune,Soc Son,Hong Ky,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Nam Sơn,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Nam Sơn,Sóc Sơn,Nam Sơn,Ha Noi,Soc Son,Nam Son,Ha Noi City,Soc Son District,Nam Son Commune,Soc Son,Nam Son,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Trung Giã,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Trung Giã,Sóc Sơn,Trung Giã,Ha Noi,Soc Son,Trung Gia,Ha Noi City,Soc Son District,Trung Gia Commune,Soc Son,Trung Gia,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Tân Hưng,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Hưng,Sóc Sơn,Tân Hưng,Ha Noi,Soc Son,Tan Hung,Ha Noi City,Soc Son District,Tan Hung Commune,Soc Son,Tan Hung,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Minh Phú,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Minh Phú,Sóc Sơn,Minh Phú,Ha Noi,Soc Son,Minh Phu,Ha Noi City,Soc Son District,Minh Phu Commune,Soc Son,Minh Phu,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Phù Linh,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Linh,Sóc Sơn,Phù Linh,Ha Noi,Soc Son,Phu Linh,Ha Noi City,Soc Son District,Phu Linh Commune,Soc Son,Phu Linh,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Bắc Phú,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Bắc Phú,Sóc Sơn,Bắc Phú,Ha Noi,Soc Son,Bac Phu,Ha Noi City,Soc Son District,Bac Phu Commune,Soc Son,Bac Phu,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Tân Minh,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Minh,Sóc Sơn,Tân Minh,Ha Noi,Soc Son,Tan Minh,Ha Noi City,Soc Son District,Tan Minh Commune,Soc Son,Tan Minh,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Quang Tiến,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Quang Tiến,Sóc Sơn,Quang Tiến,Ha Noi,Soc Son,Quang Tien,Ha Noi City,Soc Son District,Quang Tien Commune,Soc Son,Quang Tien,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Hiền Ninh,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Hiền Ninh,Sóc Sơn,Hiền Ninh,Ha Noi,Soc Son,Hien Ninh,Ha Noi City,Soc Son District,Hien Ninh Commune,Soc Son,Hien Ninh,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Tân Dân,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tân Dân,Sóc Sơn,Tân Dân,Ha Noi,Soc Son,Tan Dan,Ha Noi City,Soc Son District,Tan Dan Commune,Soc Son,Tan Dan,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Tiên Dược,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Tiên Dược,Sóc Sơn,Tiên Dược,Ha Noi,Soc Son,Tien Duoc,Ha Noi City,Soc Son District,Tien Duoc Commune,Soc Son,Tien Duoc,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Việt Long,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Việt Long,Sóc Sơn,Việt Long,Ha Noi,Soc Son,Viet Long,Ha Noi City,Soc Son District,Viet Long Commune,Soc Son,Viet Long,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Xuân Giang,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Giang,Sóc Sơn,Xuân Giang,Ha Noi,Soc Son,Xuan Giang,Ha Noi City,Soc Son District,Xuan Giang Commune,Soc Son,Xuan Giang,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Mai Đình,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Mai Đình,Sóc Sơn,Mai Đình,Ha Noi,Soc Son,Mai Dinh,Ha Noi City,Soc Son District,Mai Dinh Commune,Soc Son,Mai Dinh,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Đức Hòa,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đức Hòa,Sóc Sơn,Đức Hòa,Ha Noi,Soc Son,Duc Hoa,Ha Noi City,Soc Son District,Duc Hoa Commune,Soc Son,Duc Hoa,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Thanh Xuân,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Thanh Xuân,Sóc Sơn,Thanh Xuân,Ha Noi,Soc Son,Thanh Xuan,Ha Noi City,Soc Son District,Thanh Xuan Commune,Soc Son,Thanh Xuan,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Đông Xuân,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Đông Xuân,Sóc Sơn,Đông Xuân,Ha Noi,Soc Son,Dong Xuan,Ha Noi City,Soc Son District,Dong Xuan Commune,Soc Son,Dong Xuan,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Kim Lũ,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Kim Lũ,Sóc Sơn,Kim Lũ,Ha Noi,Soc Son,Kim Lu,Ha Noi City,Soc Son District,Kim Lu Commune,Soc Son,Kim Lu,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Phú Cường,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Cường,Sóc Sơn,Phú Cường,Ha Noi,Soc Son,Phu Cuong,Ha Noi City,Soc Son District,Phu Cuong Commune,Soc Son,Phu Cuong,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Phú Minh,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phú Minh,Sóc Sơn,Phú Minh,Ha Noi,Soc Son,Phu Minh,Ha Noi City,Soc Son District,Phu Minh Commune,Soc Son,Phu Minh,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Phù Lỗ,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Phù Lỗ,Sóc Sơn,Phù Lỗ,Ha Noi,Soc Son,Phu Lo,Ha Noi City,Soc Son District,Phu Lo Commune,Soc Son,Phu Lo,Huyện,Xã,District,Commune
Hà Nội,Sóc Sơn,Xuân Thu,Thành phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,Sóc Sơn,Xuân Thu,Ha Noi,Soc Son,Xuan Thu,Ha Noi City,Soc Son District,Xuan Thu Commune,Soc Son,Xuan Thu,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Đông Anh,Thành phố Hà Nội,Huyện Đông Anh,Thị trấn Đông Anh,Đông Anh,Đông Anh,Ha Noi,Dong Anh,Dong Anh,Ha Noi City,Dong Anh District,Dong Anh Town,Dong Anh,Dong Anh,Huyện,Thị trấn,District,Town
Hà Nội,Đông Anh,Xuân Nộn,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Nộn,Đông Anh,Xuân Nộn,Ha Noi,Dong Anh,Xuan Non,Ha Noi City,Dong Anh District,Xuan Non Commune,Dong Anh,Xuan Non,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Thụy Lâm,Thành phố Hà Nội,Huyện Đông Anh,Xã Thụy Lâm,Đông Anh,Thụy Lâm,Ha Noi,Dong Anh,Thuy Lam,Ha Noi City,Dong Anh District,Thuy Lam Commune,Dong Anh,Thuy Lam,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Bắc Hồng,Thành phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,Đông Anh,Bắc Hồng,Ha Noi,Dong Anh,Bac Hong,Ha Noi City,Dong Anh District,Bac Hong Commune,Dong Anh,Bac Hong,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Nguyên Khê,Thành phố Hà Nội,Huyện Đông Anh,Xã Nguyên Khê,Đông Anh,Nguyên Khê,Ha Noi,Dong Anh,Nguyen Khe,Ha Noi City,Dong Anh District,Nguyen Khe Commune,Dong Anh,Nguyen Khe,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Nam Hồng,Thành phố Hà Nội,Huyện Đông Anh,Xã Nam Hồng,Đông Anh,Nam Hồng,Ha Noi,Dong Anh,Nam Hong,Ha Noi City,Dong Anh District,Nam Hong Commune,Dong Anh,Nam Hong,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Tiên Dương,Thành phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,Đông Anh,Tiên Dương,Ha Noi,Dong Anh,Tien Duong,Ha Noi City,Dong Anh District,Tien Duong Commune,Dong Anh,Tien Duong,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Vân Hà,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Hà,Đông Anh,Vân Hà,Ha Noi,Dong Anh,Van Ha,Ha Noi City,Dong Anh District,Van Ha Commune,Dong Anh,Van Ha,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Uy Nỗ,Thành phố Hà Nội,Huyện Đông Anh,Xã Uy Nỗ,Đông Anh,Uy Nỗ,Ha Noi,Dong Anh,Uy No,Ha Noi City,Dong Anh District,Uy No Commune,Dong Anh,Uy No,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Vân Nội,Thành phố Hà Nội,Huyện Đông Anh,Xã Vân Nội,Đông Anh,Vân Nội,Ha Noi,Dong Anh,Van Noi,Ha Noi City,Dong Anh District,Van Noi Commune,Dong Anh,Van Noi,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Liên Hà,Thành phố Hà Nội,Huyện Đông Anh,Xã Liên Hà,Đông Anh,Liên Hà,Ha Noi,Dong Anh,Lien Ha,Ha Noi City,Dong Anh District,Lien Ha Commune,Dong Anh,Lien Ha,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Việt Hùng,Thành phố Hà Nội,Huyện Đông Anh,Xã Việt Hùng,Đông Anh,Việt Hùng,Ha Noi,Dong Anh,Viet Hung,Ha Noi City,Dong Anh District,Viet Hung Commune,Dong Anh,Viet Hung,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Kim Nỗ,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Nỗ,Đông Anh,Kim Nỗ,Ha Noi,Dong Anh,Kim No,Ha Noi City,Dong Anh District,Kim No Commune,Dong Anh,Kim No,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Kim Chung,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đông Anh,Kim Chung,Ha Noi,Dong Anh,Kim Chung,Ha Noi City,Dong Anh District,Kim Chung Commune,Dong Anh,Kim Chung,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Dục Tú,Thành phố Hà Nội,Huyện Đông Anh,Xã Dục Tú,Đông Anh,Dục Tú,Ha Noi,Dong Anh,Duc Tu,Ha Noi City,Dong Anh District,Duc Tu Commune,Dong Anh,Duc Tu,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Đại Mạch,Thành phố Hà Nội,Huyện Đông Anh,Xã Đại Mạch,Đông Anh,Đại Mạch,Ha Noi,Dong Anh,Dai Mach,Ha Noi City,Dong Anh District,Dai Mach Commune,Dong Anh,Dai Mach,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Vĩnh Ngọc,Thành phố Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc,Đông Anh,Vĩnh Ngọc,Ha Noi,Dong Anh,Vinh Ngoc,Ha Noi City,Dong Anh District,Vinh Ngoc Commune,Dong Anh,Vinh Ngoc,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Cổ Loa,Thành phố Hà Nội,Huyện Đông Anh,Xã Cổ Loa,Đông Anh,Cổ Loa,Ha Noi,Dong Anh,Co Loa,Ha Noi City,Dong Anh District,Co Loa Commune,Dong Anh,Co Loa,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Hải Bối,Thành phố Hà Nội,Huyện Đông Anh,Xã Hải Bối,Đông Anh,Hải Bối,Ha Noi,Dong Anh,Hai Boi,Ha Noi City,Dong Anh District,Hai Boi Commune,Dong Anh,Hai Boi,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Xuân Canh,Thành phố Hà Nội,Huyện Đông Anh,Xã Xuân Canh,Đông Anh,Xuân Canh,Ha Noi,Dong Anh,Xuan Canh,Ha Noi City,Dong Anh District,Xuan Canh Commune,Dong Anh,Xuan Canh,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Võng La,Thành phố Hà Nội,Huyện Đông Anh,Xã Võng La,Đông Anh,Võng La,Ha Noi,Dong Anh,Vong La,Ha Noi City,Dong Anh District,Vong La Commune,Dong Anh,Vong La,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Tàm Xá,Thành phố Hà Nội,Huyện Đông Anh,Xã Tàm Xá,Đông Anh,Tàm Xá,Ha Noi,Dong Anh,Tam Xa,Ha Noi City,Dong Anh District,Tam Xa Commune,Dong Anh,Tam Xa,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Mai Lâm,Thành phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,Đông Anh,Mai Lâm,Ha Noi,Dong Anh,Mai Lam,Ha Noi City,Dong Anh District,Mai Lam Commune,Dong Anh,Mai Lam,Huyện,Xã,District,Commune
Hà Nội,Đông Anh,Đông Hội,Thành phố Hà Nội,Huyện Đông Anh,Xã Đông Hội,Đông Anh,Đông Hội,Ha Noi,Dong Anh,Dong Hoi,Ha Noi City,Dong Anh District,Dong Hoi Commune,Dong Anh,Dong Hoi,Huyện,Xã,District,Commune
Hà Nội,Gia Lâm,Thị trấn Yên Viên,Thành phố Hà Nội,Huyện Gia Lâm,Thị trấn Yên Viên,Gia Lâm,Yên Viên,Ha Noi,Gia Lam,Yen Vien Town,Ha Noi City,Gia Lam District,Yen Vien Town,Gia Lam,Yen Vien,Huyện,Thị trấn,District,Town
Hà Nội,Gia Lâm,Yên Thường,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Thường,Gia Lâm,Yên Thường,Ha Noi,Gia Lam,Yen Thuong,Ha Noi City,Gia Lam District,Yen Thuong Commune,Gia Lam,Yen Thuong,Huyện,Xã,District,Commune
Hà Nội,Gia Lâm,Xã Yên Viên,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Gia Lâm,Yên Viên,Ha Noi,Gia Lam,Yen Vien Commune,Ha Noi City,Gia Lam District,Yen Vien Commune,Gia Lam,Yen Vien,Huyện,Xã,District,Commune
